ATS,COD_ENTE,DENOM_ENTE,COD_STRUTTURA,COD_SUB,MAX LIVELLO EMERGENZA,DENOM_STRUTTURA,COD_TIPO_STR,DESCR_TIPO_STR,DATA_APERTURA,DATA_CHIUSURA,INDIRIZZO,CAP,CODICE COMUNE STRUTTURA RICOVERO,LOCALITA,TELEFONO,FAX,E-MAIL STRUTTURA RICOVERO,SITO_WEB,LIV_EMERG,PRONTO SOCCORSO,PS_PEDIATRICO,PUNTO PRIMO INTERVENTO,TIPO LIVELLO EMERGENZA
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedb@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedb@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedb@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedb@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedb@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedb@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedb@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedb@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedb@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
325,719,ASST DI BERGAMO OVEST,030138,00,2 - PS,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA SAN FRANCESCO D'ASSISI 12,24058,016183,ROMANO DI LOMBARDIA,0363 9901,0363 990209,direzione_medrdl@asst-bgovest.it,www.asst-bgovest.it,PS,X,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
323,323,ATS DELLA MONTAGNA,030031,00,3 - DEA,OSP. MORIGGIA PELASCINI - GRAVEDONA,4,OSPEDALE CLASSIFICATO,01/02/1974,,VIA PELASCINI 3,22015,013249,GRAVEDONA ED UNITI,034492111,034485896,direzione@ospedaledigravedona.it,,DEA-PS,X,X,,1-DEA
321,702,ASST SANTI PAOLO E CARLO,030914,00,3 - DEA,OSPEDALE S. PAOLO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"VIA A. DI RUDINI', 8",20142,015146,MILANO,02  818441,0289120107,,,DEA-PS,X,X,,1-DEA
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
327,725,ASST DI MANTOVA,030227,02,,PRES. RIABIL. MULTIFUNZ. BOZZOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2014,,"VIA XXV APRILE, 71",46012,020007,BOZZOLO,03769091,0376909343,direzionesanitaria.bozzolo@asst-mantova.it,www.asst-mantova.it,Senza livello emergenza,,,,
321,709,ASST DI LODI,030080,00,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA FLEMING 1,26841,098010,CASALPUSTERLENGO,03779241,0377924808,dirsan.casale@ao.lodi.it,www.ao.lodi.it,Senza livello emergenza,,,,
321,709,ASST DI LODI,030080,00,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA FLEMING 1,26841,098010,CASALPUSTERLENGO,03779241,0377924808,dirsan.casale@ao.lodi.it,www.ao.lodi.it,Senza livello emergenza,,,,
321,709,ASST DI LODI,030080,00,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA FLEMING 1,26841,098010,CASALPUSTERLENGO,03779241,0377924808,dirsan.casale@ao.lodi.it,www.ao.lodi.it,Senza livello emergenza,,,,
321,709,ASST DI LODI,030080,00,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA FLEMING 1,26841,098010,CASALPUSTERLENGO,03779241,0377924808,dirsan.casale@ao.lodi.it,www.ao.lodi.it,Senza livello emergenza,,,,
321,709,ASST DI LODI,030080,00,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA FLEMING 1,26841,098010,CASALPUSTERLENGO,03779241,0377924808,dirsan.casale@ao.lodi.it,www.ao.lodi.it,Senza livello emergenza,,,,
321,709,ASST DI LODI,030080,00,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA FLEMING 1,26841,098010,CASALPUSTERLENGO,03779241,0377924808,dirsan.casale@ao.lodi.it,www.ao.lodi.it,Senza livello emergenza,,,,
321,709,ASST DI LODI,030080,00,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA FLEMING 1,26841,098010,CASALPUSTERLENGO,03779241,0377924808,dirsan.casale@ao.lodi.it,www.ao.lodi.it,Senza livello emergenza,,,,
321,709,ASST DI LODI,030080,00,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA FLEMING 1,26841,098010,CASALPUSTERLENGO,03779241,0377924808,dirsan.casale@ao.lodi.it,www.ao.lodi.it,Senza livello emergenza,,,,
321,709,ASST DI LODI,030080,00,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA FLEMING 1,26841,098010,CASALPUSTERLENGO,03779241,0377924808,dirsan.casale@ao.lodi.it,www.ao.lodi.it,Senza livello emergenza,,,,
321,709,ASST DI LODI,030080,00,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA FLEMING 1,26841,098010,CASALPUSTERLENGO,03779241,0377924808,dirsan.casale@ao.lodi.it,www.ao.lodi.it,Senza livello emergenza,,,,
321,709,ASST DI LODI,030080,00,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA FLEMING 1,26841,098010,CASALPUSTERLENGO,03779241,0377924808,dirsan.casale@ao.lodi.it,www.ao.lodi.it,Senza livello emergenza,,,,
321,709,ASST DI LODI,030080,00,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA FLEMING 1,26841,098010,CASALPUSTERLENGO,03779241,0377924808,dirsan.casale@ao.lodi.it,www.ao.lodi.it,Senza livello emergenza,,,,
321,709,ASST DI LODI,030080,00,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA FLEMING 1,26841,098010,CASALPUSTERLENGO,03779241,0377924808,dirsan.casale@ao.lodi.it,www.ao.lodi.it,Senza livello emergenza,,,,
321,709,ASST DI LODI,030080,00,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA FLEMING 1,26841,098010,CASALPUSTERLENGO,03779241,0377924808,dirsan.casale@ao.lodi.it,www.ao.lodi.it,Senza livello emergenza,,,,
321,709,ASST DI LODI,030080,00,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA FLEMING 1,26841,098010,CASALPUSTERLENGO,03779241,0377924808,dirsan.casale@ao.lodi.it,www.ao.lodi.it,Senza livello emergenza,,,,
321,709,ASST DI LODI,030080,00,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA FLEMING 1,26841,098010,CASALPUSTERLENGO,03779241,0377924808,dirsan.casale@ao.lodi.it,www.ao.lodi.it,Senza livello emergenza,,,,
321,709,ASST DI LODI,030080,00,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA FLEMING 1,26841,098010,CASALPUSTERLENGO,03779241,0377924808,dirsan.casale@ao.lodi.it,www.ao.lodi.it,Senza livello emergenza,,,,
321,709,ASST DI LODI,030080,00,,OSPEDALE ROSSI - CASALPUSTERLENGO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA FLEMING 1,26841,098010,CASALPUSTERLENGO,03779241,0377924808,dirsan.casale@ao.lodi.it,www.ao.lodi.it,Senza livello emergenza,,,,
